mes_cierre,alcaldia,categoria_etiqueta,total_incidentes,promedio_mensual_categoria
2021-11-01,GUSTAVO A MADERO,EMERGENCIA,975,1093.8235294117646
2021-12-01,GUSTAVO A MADERO,EMERGENCIA,1430,1093.8235294117646
2022-01-01,GUSTAVO A MADERO,EMERGENCIA,1107,1093.8235294117646
2022-02-01,GUSTAVO A MADERO,EMERGENCIA,1060,1093.8235294117646
2022-03-01,GUSTAVO A MADERO,EMERGENCIA,1232,1093.8235294117646
2022-04-01,GUSTAVO A MADERO,EMERGENCIA,1334,1093.8235294117646
2022-05-01,GUSTAVO A MADERO,EMERGENCIA,1,1093.8235294117646
2021-01-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-02-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-03-01,GUSTAVO A MADERO,FALSA ALARMA,109,6.411764705882353
2021-04-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-05-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-06-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-07-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-08-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-09-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-10-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-11-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-12-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2022-01-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2022-02-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2022-03-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2022-04-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2022-05-01,GUSTAVO A MADERO,FALSA ALARMA,0,6.411764705882353
2021-01-01,GUSTAVO A MADERO,FALTA CÍVICA,5891,3411.5882352941176
2021-02-01,GUSTAVO A MADERO,FALTA CÍVICA,4833,3411.5882352941176
2021-03-01,GUSTAVO A MADERO,FALTA CÍVICA,5178,3411.5882352941176
2021-04-01,GUSTAVO A MADERO,FALTA CÍVICA,4777,3411.5882352941176
2021-05-01,GUSTAVO A MADERO,FALTA CÍVICA,4313,3411.5882352941176
2021-06-01,GUSTAVO A MADERO,FALTA CÍVICA,2971,3411.5882352941176
2021-07-01,GUSTAVO A MADERO,FALTA CÍVICA,3192,3411.5882352941176
2021-08-01,GUSTAVO A MADERO,FALTA CÍVICA,3564,3411.5882352941176
2021-09-01,GUSTAVO A MADERO,FALTA CÍVICA,2786,3411.5882352941176
2021-10-01,GUSTAVO A MADERO,FALTA CÍVICA,3467,3411.5882352941176
2021-11-01,GUSTAVO A MADERO,FALTA CÍVICA,2520,3411.5882352941176
2021-12-01,GUSTAVO A MADERO,FALTA CÍVICA,2903,3411.5882352941176
2022-01-01,GUSTAVO A MADERO,FALTA CÍVICA,2423,3411.5882352941176
2022-02-01,GUSTAVO A MADERO,FALTA CÍVICA,2613,3411.5882352941176
2022-03-01,GUSTAVO A MADERO,FALTA CÍVICA,2902,3411.5882352941176
2022-04-01,GUSTAVO A MADERO,FALTA CÍVICA,3649,3411.5882352941176
2022-05-01,GUSTAVO A MADERO,FALTA CÍVICA,15,3411.5882352941176
2021-01-01,GUSTAVO A MADERO,SERVICIO,2911,3132.9411764705883
2021-02-01,GUSTAVO A MADERO,SERVICIO,2764,3132.9411764705883
2021-03-01,GUSTAVO A MADERO,SERVICIO,3384,3132.9411764705883
2021-04-01,GUSTAVO A MADERO,SERVICIO,3196,3132.9411764705883
2021-05-01,GUSTAVO A MADERO,SERVICIO,3523,3132.9411764705883
2021-06-01,GUSTAVO A MADERO,SERVICIO,3260,3132.9411764705883
2021-07-01,GUSTAVO A MADERO,SERVICIO,3704,3132.9411764705883
2021-08-01,GUSTAVO A MADERO,SERVICIO,3306,3132.9411764705883
2021-09-01,GUSTAVO A MADERO,SERVICIO,3806,3132.9411764705883
2021-10-01,GUSTAVO A MADERO,SERVICIO,3560,3132.9411764705883
2021-11-01,GUSTAVO A MADERO,SERVICIO,3289,3132.9411764705883
2021-12-01,GUSTAVO A MADERO,SERVICIO,3403,3132.9411764705883
2022-01-01,GUSTAVO A MADERO,SERVICIO,3004,3132.9411764705883
2022-02-01,GUSTAVO A MADERO,SERVICIO,2915,3132.9411764705883
2022-03-01,GUSTAVO A MADERO,SERVICIO,3563,3132.9411764705883
2022-04-01,GUSTAVO A MADERO,SERVICIO,3656,3132.9411764705883
2022-05-01,GUSTAVO A MADERO,SERVICIO,16,3132.9411764705883
2021-01-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1901,1825.764705882353
2021-02-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1545,1825.764705882353
2021-03-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1778,1825.764705882353
2021-04-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1766,1825.764705882353
2021-05-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1871,1825.764705882353
2021-06-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1807,1825.764705882353
2021-07-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2168,1825.764705882353
2021-08-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1943,1825.764705882353
2021-09-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2100,1825.764705882353
2021-10-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2105,1825.764705882353
2021-11-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2008,1825.764705882353
2021-12-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2202,1825.764705882353
2022-01-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,2176,1825.764705882353
2022-02-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1700,1825.764705882353
2022-03-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1989,1825.764705882353
2022-04-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,1955,1825.764705882353
2022-05-01,GUSTAVO A MADERO,URGENCIAS MÉDICAS,24,1825.764705882353
2021-01-01,IZTACALCO,DELITO,1036,1108.8235294117646
2021-02-01,IZTACALCO,DELITO,930,1108.8235294117646
2021-03-01,IZTACALCO,DELITO,1267,1108.8235294117646
2021-04-01,IZTACALCO,DELITO,1108,1108.8235294117646
2021-05-01,IZTACALCO,DELITO,1177,1108.8235294117646
2021-06-01,IZTACALCO,DELITO,1030,1108.8235294117646
2021-07-01,IZTACALCO,DELITO,1081,1108.8235294117646
2021-08-01,IZTACALCO,DELITO,1158,1108.8235294117646
2021-09-01,IZTACALCO,DELITO,1700,1108.8235294117646
2021-10-01,IZTACALCO,DELITO,1194,1108.8235294117646
2021-11-01,IZTACALCO,DELITO,1121,1108.8235294117646
2021-12-01,IZTACALCO,DELITO,1272,1108.8235294117646
2022-01-01,IZTACALCO,DELITO,1210,1108.8235294117646
2022-02-01,IZTACALCO,DELITO,1016,1108.8235294117646
2022-03-01,IZTACALCO,DELITO,1257,1108.8235294117646
2022-04-01,IZTACALCO,DELITO,1283,1108.8235294117646
2022-05-01,IZTACALCO,DELITO,10,1108.8235294117646
2021-01-01,IZTACALCO,EMERGENCIA,284,349.94117647058823
2021-02-01,IZTACALCO,EMERGENCIA,346,349.94117647058823
2021-03-01,IZTACALCO,EMERGENCIA,309,349.94117647058823
2021-04-01,IZTACALCO,EMERGENCIA,348,349.94117647058823
2021-05-01,IZTACALCO,EMERGENCIA,374,349.94117647058823
2021-06-01,IZTACALCO,EMERGENCIA,320,349.94117647058823
2021-07-01,IZTACALCO,EMERGENCIA,366,349.94117647058823
2021-08-01,IZTACALCO,EMERGENCIA,385,349.94117647058823
2021-09-01,IZTACALCO,EMERGENCIA,551,349.94117647058823
2021-10-01,IZTACALCO,EMERGENCIA,503,349.94117647058823
2021-11-01,IZTACALCO,EMERGENCIA,277,349.94117647058823
2021-12-01,IZTACALCO,EMERGENCIA,428,349.94117647058823
2022-01-01,IZTACALCO,EMERGENCIA,351,349.94117647058823
2022-02-01,IZTACALCO,EMERGENCIA,310,349.94117647058823
2022-03-01,IZTACALCO,EMERGENCIA,338,349.94117647058823
2022-04-01,IZTACALCO,EMERGENCIA,458,349.94117647058823
2022-05-01,IZTACALCO,EMERGENCIA,1,349.94117647058823
2021-01-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-02-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-03-01,IZTACALCO,FALSA ALARMA,9,0.5294117647058824
2021-04-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-05-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-06-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-07-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-08-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-09-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-10-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-11-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-12-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2022-01-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2022-02-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2022-03-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2022-04-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2022-05-01,IZTACALCO,FALSA ALARMA,0,0.5294117647058824
2021-01-01,IZTACALCO,FALTA CÍVICA,2151,1380
2021-02-01,IZTACALCO,FALTA CÍVICA,1895,1380
2021-03-01,IZTACALCO,FALTA CÍVICA,2264,1380
2021-04-01,IZTACALCO,FALTA CÍVICA,2111,1380
2021-05-01,IZTACALCO,FALTA CÍVICA,1709,1380
2021-06-01,IZTACALCO,FALTA CÍVICA,1153,1380
2021-07-01,IZTACALCO,FALTA CÍVICA,1313,1380
2021-08-01,IZTACALCO,FALTA CÍVICA,1373,1380
2021-09-01,IZTACALCO,FALTA CÍVICA,1209,1380
2021-10-01,IZTACALCO,FALTA CÍVICA,1466,1380
2021-11-01,IZTACALCO,FALTA CÍVICA,955,1380
2021-12-01,IZTACALCO,FALTA CÍVICA,1115,1380
2022-01-01,IZTACALCO,FALTA CÍVICA,1027,1380
2022-02-01,IZTACALCO,FALTA CÍVICA,1033,1380
2022-03-01,IZTACALCO,FALTA CÍVICA,1226,1380
2022-04-01,IZTACALCO,FALTA CÍVICA,1457,1380
2022-05-01,IZTACALCO,FALTA CÍVICA,3,1380
2021-01-01,IZTACALCO,SERVICIO,1301,1308.1176470588234
2021-02-01,IZTACALCO,SERVICIO,1296,1308.1176470588234
2021-03-01,IZTACALCO,SERVICIO,1405,1308.1176470588234
2021-04-01,IZTACALCO,SERVICIO,1264,1308.1176470588234
2021-05-01,IZTACALCO,SERVICIO,1465,1308.1176470588234
2021-06-01,IZTACALCO,SERVICIO,1364,1308.1176470588234
2021-07-01,IZTACALCO,SERVICIO,1478,1308.1176470588234
2021-08-01,IZTACALCO,SERVICIO,1473,1308.1176470588234
2021-09-01,IZTACALCO,SERVICIO,1541,1308.1176470588234
2021-10-01,IZTACALCO,SERVICIO,1402,1308.1176470588234
2021-11-01,IZTACALCO,SERVICIO,1377,1308.1176470588234
2021-12-01,IZTACALCO,SERVICIO,1307,1308.1176470588234
2022-01-01,IZTACALCO,SERVICIO,1275,1308.1176470588234
2022-02-01,IZTACALCO,SERVICIO,1276,1308.1176470588234
2022-03-01,IZTACALCO,SERVICIO,1475,1308.1176470588234
2022-04-01,IZTACALCO,SERVICIO,1530,1308.1176470588234
2022-05-01,IZTACALCO,SERVICIO,9,1308.1176470588234
2021-01-01,IZTACALCO,URGENCIAS MÉDICAS,669,751.7647058823529
2021-02-01,IZTACALCO,URGENCIAS MÉDICAS,631,751.7647058823529
2021-03-01,IZTACALCO,URGENCIAS MÉDICAS,787,751.7647058823529
2021-04-01,IZTACALCO,URGENCIAS MÉDICAS,624,751.7647058823529
2021-05-01,IZTACALCO,URGENCIAS MÉDICAS,792,751.7647058823529
2021-06-01,IZTACALCO,URGENCIAS MÉDICAS,677,751.7647058823529
2021-07-01,IZTACALCO,URGENCIAS MÉDICAS,798,751.7647058823529
2021-08-01,IZTACALCO,URGENCIAS MÉDICAS,876,751.7647058823529
2021-09-01,IZTACALCO,URGENCIAS MÉDICAS,817,751.7647058823529
2021-10-01,IZTACALCO,URGENCIAS MÉDICAS,841,751.7647058823529
2021-11-01,IZTACALCO,URGENCIAS MÉDICAS,927,751.7647058823529
2021-12-01,IZTACALCO,URGENCIAS MÉDICAS,981,751.7647058823529
2022-01-01,IZTACALCO,URGENCIAS MÉDICAS,927,751.7647058823529
2022-02-01,IZTACALCO,URGENCIAS MÉDICAS,833,751.7647058823529
2022-03-01,IZTACALCO,URGENCIAS MÉDICAS,767,751.7647058823529
2022-04-01,IZTACALCO,URGENCIAS MÉDICAS,830,751.7647058823529
2022-05-01,IZTACALCO,URGENCIAS MÉDICAS,3,751.7647058823529
2021-01-01,IZTAPALAPA,DELITO,4315,4426.588235294118
2021-02-01,IZTAPALAPA,DELITO,4124,4426.588235294118
2021-03-01,IZTAPALAPA,DELITO,4806,4426.588235294118
2021-04-01,IZTAPALAPA,DELITO,4536,4426.588235294118
2021-05-01,IZTAPALAPA,DELITO,5036,4426.588235294118
2021-06-01,IZTAPALAPA,DELITO,4112,4426.588235294118
2021-07-01,IZTAPALAPA,DELITO,4186,4426.588235294118
2021-08-01,IZTAPALAPA,DELITO,4822,4426.588235294118
2021-09-01,IZTAPALAPA,DELITO,6179,4426.588235294118
2021-10-01,IZTAPALAPA,DELITO,4879,4426.588235294118
2021-11-01,IZTAPALAPA,DELITO,4649,4426.588235294118
2021-12-01,IZTAPALAPA,DELITO,5453,4426.588235294118
2022-01-01,IZTAPALAPA,DELITO,4513,4426.588235294118
2022-02-01,IZTAPALAPA,DELITO,3851,4426.588235294118
2022-03-01,IZTAPALAPA,DELITO,4643,4426.588235294118
2022-04-01,IZTAPALAPA,DELITO,5079,4426.588235294118
2022-05-01,IZTAPALAPA,DELITO,69,4426.588235294118
2021-01-01,IZTAPALAPA,EMERGENCIA,1533,1501
2021-02-01,IZTAPALAPA,EMERGENCIA,1247,1501
2021-03-01,IZTAPALAPA,EMERGENCIA,1506,1501
2021-04-01,IZTAPALAPA,EMERGENCIA,1838,1501
2021-05-01,IZTAPALAPA,EMERGENCIA,1547,1501
2021-06-01,IZTAPALAPA,EMERGENCIA,1628,1501
2021-07-01,IZTAPALAPA,EMERGENCIA,1316,1501
2021-08-01,IZTAPALAPA,EMERGENCIA,1520,1501
2021-09-01,IZTAPALAPA,EMERGENCIA,1867,1501
2021-10-01,IZTAPALAPA,EMERGENCIA,2162,1501
2021-11-01,IZTAPALAPA,EMERGENCIA,1366,1501
2021-12-01,IZTAPALAPA,EMERGENCIA,1779,1501
2022-01-01,IZTAPALAPA,EMERGENCIA,1646,1501
2022-02-01,IZTAPALAPA,EMERGENCIA,1261,1501
2022-03-01,IZTAPALAPA,EMERGENCIA,1703,1501
2022-04-01,IZTAPALAPA,EMERGENCIA,1596,1501
2022-05-01,IZTAPALAPA,EMERGENCIA,2,1501
2021-01-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-02-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-03-01,IZTAPALAPA,FALSA ALARMA,54,3.2941176470588234
2021-04-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-05-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-06-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-07-01,IZTAPALAPA,FALSA ALARMA,1,3.2941176470588234
2021-08-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-09-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-10-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-11-01,IZTAPALAPA,FALSA ALARMA,1,3.2941176470588234
2021-12-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2022-01-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2022-02-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2022-03-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2022-04-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2022-05-01,IZTAPALAPA,FALSA ALARMA,0,3.2941176470588234
2021-01-01,IZTAPALAPA,FALTA CÍVICA,7565,4187.823529411765
2021-02-01,IZTAPALAPA,FALTA CÍVICA,6281,4187.823529411765
2021-03-01,IZTAPALAPA,FALTA CÍVICA,6543,4187.823529411765
2021-04-01,IZTAPALAPA,FALTA CÍVICA,6009,4187.823529411765
2021-05-01,IZTAPALAPA,FALTA CÍVICA,5260,4187.823529411765
2021-06-01,IZTAPALAPA,FALTA CÍVICA,3461,4187.823529411765
2021-07-01,IZTAPALAPA,FALTA CÍVICA,4109,4187.823529411765
2021-08-01,IZTAPALAPA,FALTA CÍVICA,4429,4187.823529411765
2021-09-01,IZTAPALAPA,FALTA CÍVICA,3514,4187.823529411765
2021-10-01,IZTAPALAPA,FALTA CÍVICA,3879,4187.823529411765
2021-11-01,IZTAPALAPA,FALTA CÍVICA,3093,4187.823529411765
2021-12-01,IZTAPALAPA,FALTA CÍVICA,3285,4187.823529411765
2022-01-01,IZTAPALAPA,FALTA CÍVICA,2965,4187.823529411765
2022-02-01,IZTAPALAPA,FALTA CÍVICA,3087,4187.823529411765
2022-03-01,IZTAPALAPA,FALTA CÍVICA,3445,4187.823529411765
2022-04-01,IZTAPALAPA,FALTA CÍVICA,4248,4187.823529411765
2022-05-01,IZTAPALAPA,FALTA CÍVICA,20,4187.823529411765
2021-01-01,IZTAPALAPA,SERVICIO,4249,4096.470588235294
2021-02-01,IZTAPALAPA,SERVICIO,3676,4096.470588235294
2021-03-01,IZTAPALAPA,SERVICIO,4655,4096.470588235294
2021-04-01,IZTAPALAPA,SERVICIO,4223,4096.470588235294
2021-05-01,IZTAPALAPA,SERVICIO,4625,4096.470588235294
2021-06-01,IZTAPALAPA,SERVICIO,4243,4096.470588235294
2021-07-01,IZTAPALAPA,SERVICIO,4496,4096.470588235294
2021-08-01,IZTAPALAPA,SERVICIO,4692,4096.470588235294
2021-09-01,IZTAPALAPA,SERVICIO,4782,4096.470588235294
2021-10-01,IZTAPALAPA,SERVICIO,4584,4096.470588235294
2021-11-01,IZTAPALAPA,SERVICIO,4228,4096.470588235294
2021-12-01,IZTAPALAPA,SERVICIO,4390,4096.470588235294
2022-01-01,IZTAPALAPA,SERVICIO,3733,4096.470588235294
2022-02-01,IZTAPALAPA,SERVICIO,3849,4096.470588235294
2022-03-01,IZTAPALAPA,SERVICIO,4518,4096.470588235294
2022-04-01,IZTAPALAPA,SERVICIO,4674,4096.470588235294
2022-05-01,IZTAPALAPA,SERVICIO,23,4096.470588235294
2021-01-01,IZTAPALAPA,URGENCIAS MÉDICAS,2497,2442.0588235294117
2021-02-01,IZTAPALAPA,URGENCIAS MÉDICAS,2093,2442.0588235294117
2021-03-01,IZTAPALAPA,URGENCIAS MÉDICAS,2589,2442.0588235294117
2021-04-01,IZTAPALAPA,URGENCIAS MÉDICAS,2456,2442.0588235294117
2021-05-01,IZTAPALAPA,URGENCIAS MÉDICAS,2740,2442.0588235294117
2021-06-01,IZTAPALAPA,URGENCIAS MÉDICAS,2247,2442.0588235294117
2021-07-01,IZTAPALAPA,URGENCIAS MÉDICAS,2620,2442.0588235294117
2021-08-01,IZTAPALAPA,URGENCIAS MÉDICAS,2668,2442.0588235294117
2021-09-01,IZTAPALAPA,URGENCIAS MÉDICAS,2874,2442.0588235294117
2021-10-01,IZTAPALAPA,URGENCIAS MÉDICAS,2761,2442.0588235294117
2021-11-01,IZTAPALAPA,URGENCIAS MÉDICAS,2695,2442.0588235294117
2021-12-01,IZTAPALAPA,URGENCIAS MÉDICAS,2877,2442.0588235294117
2022-01-01,IZTAPALAPA,URGENCIAS MÉDICAS,2615,2442.0588235294117
2022-02-01,IZTAPALAPA,URGENCIAS MÉDICAS,2210,2442.0588235294117
2022-03-01,IZTAPALAPA,URGENCIAS MÉDICAS,2791,2442.0588235294117
2022-04-01,IZTAPALAPA,URGENCIAS MÉDICAS,2763,2442.0588235294117
2022-05-01,IZTAPALAPA,URGENCIAS MÉDICAS,19,2442.0588235294117
2021-01-01,LA MAGDALENA CONTRERAS,DELITO,460,524.3529411764706
2021-02-01,LA MAGDALENA CONTRERAS,DELITO,514,524.3529411764706
2021-03-01,LA MAGDALENA CONTRERAS,DELITO,662,524.3529411764706
2021-04-01,LA MAGDALENA CONTRERAS,DELITO,533,524.3529411764706
2021-05-01,LA MAGDALENA CONTRERAS,DELITO,593,524.3529411764706
2021-06-01,LA MAGDALENA CONTRERAS,DELITO,542,524.3529411764706
2021-07-01,LA MAGDALENA CONTRERAS,DELITO,481,524.3529411764706
2021-08-01,LA MAGDALENA CONTRERAS,DELITO,534,524.3529411764706
2021-09-01,LA MAGDALENA CONTRERAS,DELITO,653,524.3529411764706
2021-10-01,LA MAGDALENA CONTRERAS,DELITO,596,524.3529411764706
2021-11-01,LA MAGDALENA CONTRERAS,DELITO,532,524.3529411764706
2021-12-01,LA MAGDALENA CONTRERAS,DELITO,623,524.3529411764706
2022-01-01,LA MAGDALENA CONTRERAS,DELITO,562,524.3529411764706
2022-02-01,LA MAGDALENA CONTRERAS,DELITO,451,524.3529411764706
2022-03-01,LA MAGDALENA CONTRERAS,DELITO,574,524.3529411764706
2022-04-01,LA MAGDALENA CONTRERAS,DELITO,600,524.3529411764706
2022-05-01,LA MAGDALENA CONTRERAS,DELITO,4,524.3529411764706
2021-01-01,LA MAGDALENA CONTRERAS,EMERGENCIA,183,253.1764705882353
2021-02-01,LA MAGDALENA CONTRERAS,EMERGENCIA,408,253.1764705882353
2021-03-01,LA MAGDALENA CONTRERAS,EMERGENCIA,586,253.1764705882353
2021-04-01,LA MAGDALENA CONTRERAS,EMERGENCIA,764,253.1764705882353
2021-05-01,LA MAGDALENA CONTRERAS,EMERGENCIA,172,253.1764705882353
2021-06-01,LA MAGDALENA CONTRERAS,EMERGENCIA,165,253.1764705882353
2021-07-01,LA MAGDALENA CONTRERAS,EMERGENCIA,178,253.1764705882353
2021-08-01,LA MAGDALENA CONTRERAS,EMERGENCIA,166,253.1764705882353
2021-09-01,LA MAGDALENA CONTRERAS,EMERGENCIA,160,253.1764705882353
2021-10-01,LA MAGDALENA CONTRERAS,EMERGENCIA,182,253.1764705882353
2021-11-01,LA MAGDALENA CONTRERAS,EMERGENCIA,167,253.1764705882353
2021-12-01,LA MAGDALENA CONTRERAS,EMERGENCIA,250,253.1764705882353
2022-01-01,LA MAGDALENA CONTRERAS,EMERGENCIA,179,253.1764705882353
2022-02-01,LA MAGDALENA CONTRERAS,EMERGENCIA,202,253.1764705882353
2022-03-01,LA MAGDALENA CONTRERAS,EMERGENCIA,334,253.1764705882353
2022-04-01,LA MAGDALENA CONTRERAS,EMERGENCIA,206,253.1764705882353
2022-05-01,LA MAGDALENA CONTRERAS,EMERGENCIA,2,253.1764705882353
2021-01-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-02-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-03-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,10,0.5882352941176471
2021-04-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-05-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-06-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-07-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-08-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-09-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-10-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-11-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-12-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2022-01-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2022-02-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2022-03-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2022-04-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
