mes_cierre,alcaldia,categoria_etiqueta,total_incidentes,promedio_mensual_categoria
2022-05-01,LA MAGDALENA CONTRERAS,FALSA ALARMA,0,0.5882352941176471
2021-01-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,968,634.4705882352941
2021-02-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,984,634.4705882352941
2021-03-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,1070,634.4705882352941
2021-04-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,931,634.4705882352941
2021-05-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,807,634.4705882352941
2021-06-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,493,634.4705882352941
2021-07-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,661,634.4705882352941
2021-08-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,714,634.4705882352941
2021-09-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,534,634.4705882352941
2021-10-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,640,634.4705882352941
2021-11-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,521,634.4705882352941
2021-12-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,541,634.4705882352941
2022-01-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,395,634.4705882352941
2022-02-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,452,634.4705882352941
2022-03-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,473,634.4705882352941
2022-04-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,596,634.4705882352941
2022-05-01,LA MAGDALENA CONTRERAS,FALTA CÍVICA,6,634.4705882352941
2021-01-01,LA MAGDALENA CONTRERAS,SERVICIO,479,547.1764705882352
2021-02-01,LA MAGDALENA CONTRERAS,SERVICIO,547,547.1764705882352
2021-03-01,LA MAGDALENA CONTRERAS,SERVICIO,561,547.1764705882352
2021-04-01,LA MAGDALENA CONTRERAS,SERVICIO,549,547.1764705882352
2021-05-01,LA MAGDALENA CONTRERAS,SERVICIO,639,547.1764705882352
2021-06-01,LA MAGDALENA CONTRERAS,SERVICIO,686,547.1764705882352
2021-07-01,LA MAGDALENA CONTRERAS,SERVICIO,595,547.1764705882352
2021-08-01,LA MAGDALENA CONTRERAS,SERVICIO,573,547.1764705882352
2021-09-01,LA MAGDALENA CONTRERAS,SERVICIO,655,547.1764705882352
2021-10-01,LA MAGDALENA CONTRERAS,SERVICIO,678,547.1764705882352
2021-11-01,LA MAGDALENA CONTRERAS,SERVICIO,588,547.1764705882352
2021-12-01,LA MAGDALENA CONTRERAS,SERVICIO,564,547.1764705882352
2022-01-01,LA MAGDALENA CONTRERAS,SERVICIO,496,547.1764705882352
2022-02-01,LA MAGDALENA CONTRERAS,SERVICIO,455,547.1764705882352
2022-03-01,LA MAGDALENA CONTRERAS,SERVICIO,569,547.1764705882352
2022-04-01,LA MAGDALENA CONTRERAS,SERVICIO,664,547.1764705882352
2022-05-01,LA MAGDALENA CONTRERAS,SERVICIO,4,547.1764705882352
2021-01-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,335,341.29411764705884
2021-02-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,324,341.29411764705884
2021-03-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,348,341.29411764705884
2021-04-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,355,341.29411764705884
2021-05-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,371,341.29411764705884
2021-06-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,389,341.29411764705884
2021-07-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,375,341.29411764705884
2021-08-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,348,341.29411764705884
2021-09-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,413,341.29411764705884
2021-10-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,412,341.29411764705884
2021-11-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,362,341.29411764705884
2021-12-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,388,341.29411764705884
2022-01-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,363,341.29411764705884
2022-02-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,297,341.29411764705884
2022-03-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,361,341.29411764705884
2022-04-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,358,341.29411764705884
2022-05-01,LA MAGDALENA CONTRERAS,URGENCIAS MÉDICAS,3,341.29411764705884
2021-01-01,MIGUEL HIDALGO,DELITO,801,939.0588235294117
2021-02-01,MIGUEL HIDALGO,DELITO,746,939.0588235294117
2021-03-01,MIGUEL HIDALGO,DELITO,904,939.0588235294117
2021-04-01,MIGUEL HIDALGO,DELITO,968,939.0588235294117
2021-05-01,MIGUEL HIDALGO,DELITO,967,939.0588235294117
2021-06-01,MIGUEL HIDALGO,DELITO,868,939.0588235294117
2021-07-01,MIGUEL HIDALGO,DELITO,1006,939.0588235294117
2021-08-01,MIGUEL HIDALGO,DELITO,1080,939.0588235294117
2021-09-01,MIGUEL HIDALGO,DELITO,1415,939.0588235294117
2021-10-01,MIGUEL HIDALGO,DELITO,1046,939.0588235294117
2021-11-01,MIGUEL HIDALGO,DELITO,1033,939.0588235294117
2021-12-01,MIGUEL HIDALGO,DELITO,1131,939.0588235294117
2022-01-01,MIGUEL HIDALGO,DELITO,982,939.0588235294117
2022-02-01,MIGUEL HIDALGO,DELITO,880,939.0588235294117
2022-03-01,MIGUEL HIDALGO,DELITO,1026,939.0588235294117
2022-04-01,MIGUEL HIDALGO,DELITO,1109,939.0588235294117
2022-05-01,MIGUEL HIDALGO,DELITO,2,939.0588235294117
2021-01-01,MIGUEL HIDALGO,EMERGENCIA,304,336.6470588235294
2021-02-01,MIGUEL HIDALGO,EMERGENCIA,271,336.6470588235294
2021-03-01,MIGUEL HIDALGO,EMERGENCIA,305,336.6470588235294
2021-04-01,MIGUEL HIDALGO,EMERGENCIA,564,336.6470588235294
2021-05-01,MIGUEL HIDALGO,EMERGENCIA,322,336.6470588235294
2021-06-01,MIGUEL HIDALGO,EMERGENCIA,335,336.6470588235294
2021-07-01,MIGUEL HIDALGO,EMERGENCIA,335,336.6470588235294
2021-08-01,MIGUEL HIDALGO,EMERGENCIA,287,336.6470588235294
2021-09-01,MIGUEL HIDALGO,EMERGENCIA,399,336.6470588235294
2021-10-01,MIGUEL HIDALGO,EMERGENCIA,282,336.6470588235294
2021-11-01,MIGUEL HIDALGO,EMERGENCIA,428,336.6470588235294
2021-12-01,MIGUEL HIDALGO,EMERGENCIA,378,336.6470588235294
2022-01-01,MIGUEL HIDALGO,EMERGENCIA,307,336.6470588235294
2022-02-01,MIGUEL HIDALGO,EMERGENCIA,335,336.6470588235294
2022-03-01,MIGUEL HIDALGO,EMERGENCIA,467,336.6470588235294
2022-04-01,MIGUEL HIDALGO,EMERGENCIA,404,336.6470588235294
2022-05-01,MIGUEL HIDALGO,EMERGENCIA,0,336.6470588235294
2021-01-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-02-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-03-01,MIGUEL HIDALGO,FALSA ALARMA,77,4.529411764705882
2021-04-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-05-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-06-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-07-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-08-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-09-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-10-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-11-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-12-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2022-01-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2022-02-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2022-03-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2022-04-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2022-05-01,MIGUEL HIDALGO,FALSA ALARMA,0,4.529411764705882
2021-01-01,MIGUEL HIDALGO,FALTA CÍVICA,1715,1304.9411764705883
2021-02-01,MIGUEL HIDALGO,FALTA CÍVICA,1705,1304.9411764705883
2021-03-01,MIGUEL HIDALGO,FALTA CÍVICA,1835,1304.9411764705883
2021-04-01,MIGUEL HIDALGO,FALTA CÍVICA,1750,1304.9411764705883
2021-05-01,MIGUEL HIDALGO,FALTA CÍVICA,1695,1304.9411764705883
2021-06-01,MIGUEL HIDALGO,FALTA CÍVICA,1333,1304.9411764705883
2021-07-01,MIGUEL HIDALGO,FALTA CÍVICA,1223,1304.9411764705883
2021-08-01,MIGUEL HIDALGO,FALTA CÍVICA,1527,1304.9411764705883
2021-09-01,MIGUEL HIDALGO,FALTA CÍVICA,1216,1304.9411764705883
2021-10-01,MIGUEL HIDALGO,FALTA CÍVICA,1483,1304.9411764705883
2021-11-01,MIGUEL HIDALGO,FALTA CÍVICA,1136,1304.9411764705883
2021-12-01,MIGUEL HIDALGO,FALTA CÍVICA,1196,1304.9411764705883
2022-01-01,MIGUEL HIDALGO,FALTA CÍVICA,862,1304.9411764705883
2022-02-01,MIGUEL HIDALGO,FALTA CÍVICA,1037,1304.9411764705883
2022-03-01,MIGUEL HIDALGO,FALTA CÍVICA,1090,1304.9411764705883
2022-04-01,MIGUEL HIDALGO,FALTA CÍVICA,1370,1304.9411764705883
2022-05-01,MIGUEL HIDALGO,FALTA CÍVICA,11,1304.9411764705883
2021-01-01,MIGUEL HIDALGO,SERVICIO,1291,1646
2021-02-01,MIGUEL HIDALGO,SERVICIO,1280,1646
2021-03-01,MIGUEL HIDALGO,SERVICIO,1589,1646
2021-04-01,MIGUEL HIDALGO,SERVICIO,1738,1646
2021-05-01,MIGUEL HIDALGO,SERVICIO,1740,1646
2021-06-01,MIGUEL HIDALGO,SERVICIO,1862,1646
2021-07-01,MIGUEL HIDALGO,SERVICIO,1870,1646
2021-08-01,MIGUEL HIDALGO,SERVICIO,1815,1646
2021-09-01,MIGUEL HIDALGO,SERVICIO,1987,1646
2021-10-01,MIGUEL HIDALGO,SERVICIO,1765,1646
2021-11-01,MIGUEL HIDALGO,SERVICIO,1902,1646
2021-12-01,MIGUEL HIDALGO,SERVICIO,1839,1646
2022-01-01,MIGUEL HIDALGO,SERVICIO,1581,1646
2022-02-01,MIGUEL HIDALGO,SERVICIO,1531,1646
2022-03-01,MIGUEL HIDALGO,SERVICIO,2077,1646
2022-04-01,MIGUEL HIDALGO,SERVICIO,2109,1646
2022-05-01,MIGUEL HIDALGO,SERVICIO,6,1646
2021-01-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,701,794.8823529411765
2021-02-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,667,794.8823529411765
2021-03-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,908,794.8823529411765
2021-04-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,832,794.8823529411765
2021-05-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,843,794.8823529411765
2021-06-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,821,794.8823529411765
2021-07-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,970,794.8823529411765
2021-08-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,869,794.8823529411765
2021-09-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,926,794.8823529411765
2021-10-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,868,794.8823529411765
2021-11-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,844,794.8823529411765
2021-12-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,890,794.8823529411765
2022-01-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,791,794.8823529411765
2022-02-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,737,794.8823529411765
2022-03-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,912,794.8823529411765
2022-04-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,927,794.8823529411765
2022-05-01,MIGUEL HIDALGO,URGENCIAS MÉDICAS,7,794.8823529411765
2021-01-01,MILPA ALTA,DELITO,172,194.11764705882354
2021-02-01,MILPA ALTA,DELITO,121,194.11764705882354
2021-03-01,MILPA ALTA,DELITO,248,194.11764705882354
2021-04-01,MILPA ALTA,DELITO,206,194.11764705882354
2021-05-01,MILPA ALTA,DELITO,245,194.11764705882354
2021-06-01,MILPA ALTA,DELITO,219,194.11764705882354
2021-07-01,MILPA ALTA,DELITO,172,194.11764705882354
2021-08-01,MILPA ALTA,DELITO,180,194.11764705882354
2021-09-01,MILPA ALTA,DELITO,256,194.11764705882354
2021-10-01,MILPA ALTA,DELITO,257,194.11764705882354
2021-11-01,MILPA ALTA,DELITO,223,194.11764705882354
2021-12-01,MILPA ALTA,DELITO,196,194.11764705882354
2022-01-01,MILPA ALTA,DELITO,162,194.11764705882354
2022-02-01,MILPA ALTA,DELITO,166,194.11764705882354
2022-03-01,MILPA ALTA,DELITO,226,194.11764705882354
2022-04-01,MILPA ALTA,DELITO,249,194.11764705882354
2022-05-01,MILPA ALTA,DELITO,2,194.11764705882354
2021-01-01,MILPA ALTA,EMERGENCIA,126,91.05882352941177
2021-02-01,MILPA ALTA,EMERGENCIA,163,91.05882352941177
2021-03-01,MILPA ALTA,EMERGENCIA,196,91.05882352941177
2021-04-01,MILPA ALTA,EMERGENCIA,175,91.05882352941177
2021-05-01,MILPA ALTA,EMERGENCIA,64,91.05882352941177
2021-06-01,MILPA ALTA,EMERGENCIA,48,91.05882352941177
2021-07-01,MILPA ALTA,EMERGENCIA,52,91.05882352941177
2021-08-01,MILPA ALTA,EMERGENCIA,44,91.05882352941177
2021-09-01,MILPA ALTA,EMERGENCIA,76,91.05882352941177
2021-10-01,MILPA ALTA,EMERGENCIA,87,91.05882352941177
2021-11-01,MILPA ALTA,EMERGENCIA,43,91.05882352941177
2021-12-01,MILPA ALTA,EMERGENCIA,73,91.05882352941177
2022-01-01,MILPA ALTA,EMERGENCIA,77,91.05882352941177
2022-02-01,MILPA ALTA,EMERGENCIA,85,91.05882352941177
2022-03-01,MILPA ALTA,EMERGENCIA,151,91.05882352941177
2022-04-01,MILPA ALTA,EMERGENCIA,88,91.05882352941177
2022-05-01,MILPA ALTA,EMERGENCIA,0,91.05882352941177
2021-01-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-02-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-03-01,MILPA ALTA,FALSA ALARMA,4,0.29411764705882354
2021-04-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-05-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-06-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-07-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-08-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-09-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-10-01,MILPA ALTA,FALSA ALARMA,1,0.29411764705882354
2021-11-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-12-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2022-01-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2022-02-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2022-03-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2022-04-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2022-05-01,MILPA ALTA,FALSA ALARMA,0,0.29411764705882354
2021-01-01,MILPA ALTA,FALTA CÍVICA,300,141.2941176470588
2021-02-01,MILPA ALTA,FALTA CÍVICA,199,141.2941176470588
2021-03-01,MILPA ALTA,FALTA CÍVICA,174,141.2941176470588
2021-04-01,MILPA ALTA,FALTA CÍVICA,178,141.2941176470588
2021-05-01,MILPA ALTA,FALTA CÍVICA,184,141.2941176470588
2021-06-01,MILPA ALTA,FALTA CÍVICA,128,141.2941176470588
2021-07-01,MILPA ALTA,FALTA CÍVICA,148,141.2941176470588
2021-08-01,MILPA ALTA,FALTA CÍVICA,146,141.2941176470588
2021-09-01,MILPA ALTA,FALTA CÍVICA,117,141.2941176470588
2021-10-01,MILPA ALTA,FALTA CÍVICA,151,141.2941176470588
2021-11-01,MILPA ALTA,FALTA CÍVICA,140,141.2941176470588
2021-12-01,MILPA ALTA,FALTA CÍVICA,100,141.2941176470588
2022-01-01,MILPA ALTA,FALTA CÍVICA,80,141.2941176470588
2022-02-01,MILPA ALTA,FALTA CÍVICA,107,141.2941176470588
2022-03-01,MILPA ALTA,FALTA CÍVICA,107,141.2941176470588
2022-04-01,MILPA ALTA,FALTA CÍVICA,143,141.2941176470588
2022-05-01,MILPA ALTA,FALTA CÍVICA,0,141.2941176470588
2021-01-01,MILPA ALTA,SERVICIO,153,171.2941176470588
2021-02-01,MILPA ALTA,SERVICIO,157,171.2941176470588
2021-03-01,MILPA ALTA,SERVICIO,192,171.2941176470588
2021-04-01,MILPA ALTA,SERVICIO,194,171.2941176470588
2021-05-01,MILPA ALTA,SERVICIO,219,171.2941176470588
2021-06-01,MILPA ALTA,SERVICIO,188,171.2941176470588
2021-07-01,MILPA ALTA,SERVICIO,191,171.2941176470588
2021-08-01,MILPA ALTA,SERVICIO,193,171.2941176470588
2021-09-01,MILPA ALTA,SERVICIO,193,171.2941176470588
2021-10-01,MILPA ALTA,SERVICIO,229,171.2941176470588
2021-11-01,MILPA ALTA,SERVICIO,163,171.2941176470588
2021-12-01,MILPA ALTA,SERVICIO,168,171.2941176470588
2022-01-01,MILPA ALTA,SERVICIO,155,171.2941176470588
2022-02-01,MILPA ALTA,SERVICIO,134,171.2941176470588
2022-03-01,MILPA ALTA,SERVICIO,217,171.2941176470588
2022-04-01,MILPA ALTA,SERVICIO,166,171.2941176470588
2022-05-01,MILPA ALTA,SERVICIO,0,171.2941176470588
2021-01-01,MILPA ALTA,URGENCIAS MÉDICAS,85,107
2021-02-01,MILPA ALTA,URGENCIAS MÉDICAS,72,107
2021-03-01,MILPA ALTA,URGENCIAS MÉDICAS,132,107
2021-04-01,MILPA ALTA,URGENCIAS MÉDICAS,116,107
2021-05-01,MILPA ALTA,URGENCIAS MÉDICAS,119,107
2021-06-01,MILPA ALTA,URGENCIAS MÉDICAS,82,107
2021-07-01,MILPA ALTA,URGENCIAS MÉDICAS,106,107
2021-08-01,MILPA ALTA,URGENCIAS MÉDICAS,136,107
2021-09-01,MILPA ALTA,URGENCIAS MÉDICAS,159,107
2021-10-01,MILPA ALTA,URGENCIAS MÉDICAS,100,107
2021-11-01,MILPA ALTA,URGENCIAS MÉDICAS,100,107
2021-12-01,MILPA ALTA,URGENCIAS MÉDICAS,122,107
2022-01-01,MILPA ALTA,URGENCIAS MÉDICAS,128,107
2022-02-01,MILPA ALTA,URGENCIAS MÉDICAS,96,107
2022-03-01,MILPA ALTA,URGENCIAS MÉDICAS,116,107
2022-04-01,MILPA ALTA,URGENCIAS MÉDICAS,148,107
2022-05-01,MILPA ALTA,URGENCIAS MÉDICAS,2,107
2021-01-01,TLAHUAC,DELITO,638,770.2352941176471
2021-02-01,TLAHUAC,DELITO,591,770.2352941176471
2021-03-01,TLAHUAC,DELITO,852,770.2352941176471
2021-04-01,TLAHUAC,DELITO,839,770.2352941176471
2021-05-01,TLAHUAC,DELITO,877,770.2352941176471
2021-06-01,TLAHUAC,DELITO,706,770.2352941176471
2021-07-01,TLAHUAC,DELITO,793,770.2352941176471
2021-08-01,TLAHUAC,DELITO,798,770.2352941176471
2021-09-01,TLAHUAC,DELITO,1050,770.2352941176471
2021-10-01,TLAHUAC,DELITO,897,770.2352941176471
2021-11-01,TLAHUAC,DELITO,852,770.2352941176471
2021-12-01,TLAHUAC,DELITO,1014,770.2352941176471
2022-01-01,TLAHUAC,DELITO,692,770.2352941176471
2022-02-01,TLAHUAC,DELITO,742,770.2352941176471
2022-03-01,TLAHUAC,DELITO,876,770.2352941176471
2022-04-01,TLAHUAC,DELITO,871,770.2352941176471
2022-05-01,TLAHUAC,DELITO,6,770.2352941176471
2021-01-01,TLAHUAC,EMERGENCIA,294,325.1764705882353
2021-02-01,TLAHUAC,EMERGENCIA,244,325.1764705882353
2021-03-01,TLAHUAC,EMERGENCIA,258,325.1764705882353
2021-04-01,TLAHUAC,EMERGENCIA,404,325.1764705882353
2021-05-01,TLAHUAC,EMERGENCIA,335,325.1764705882353
2021-06-01,TLAHUAC,EMERGENCIA,785,325.1764705882353
2021-07-01,TLAHUAC,EMERGENCIA,270,325.1764705882353
2021-08-01,TLAHUAC,EMERGENCIA,337,325.1764705882353
2021-09-01,TLAHUAC,EMERGENCIA,452,325.1764705882353
2021-10-01,TLAHUAC,EMERGENCIA,342,325.1764705882353
2021-11-01,TLAHUAC,EMERGENCIA,249,325.1764705882353
2021-12-01,TLAHUAC,EMERGENCIA,326,325.1764705882353
2022-01-01,TLAHUAC,EMERGENCIA,297,325.1764705882353
2022-02-01,TLAHUAC,EMERGENCIA,295,325.1764705882353
2022-03-01,TLAHUAC,EMERGENCIA,370,325.1764705882353
2022-04-01,TLAHUAC,EMERGENCIA,270,325.1764705882353
2022-05-01,TLAHUAC,EMERGENCIA,0,325.1764705882353
2021-01-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-02-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-03-01,TLAHUAC,FALSA ALARMA,5,0.47058823529411764
2021-04-01,TLAHUAC,FALSA ALARMA,1,0.47058823529411764
2021-05-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-06-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-07-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-08-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-09-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-10-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-11-01,TLAHUAC,FALSA ALARMA,1,0.47058823529411764
2021-12-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2022-01-01,TLAHUAC,FALSA ALARMA,1,0.47058823529411764
2022-02-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2022-03-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2022-04-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2022-05-01,TLAHUAC,FALSA ALARMA,0,0.47058823529411764
2021-01-01,TLAHUAC,FALTA CÍVICA,1164,671.8823529411765
2021-02-01,TLAHUAC,FALTA CÍVICA,973,671.8823529411765
2021-03-01,TLAHUAC,FALTA CÍVICA,1108,671.8823529411765
2021-04-01,TLAHUAC,FALTA CÍVICA,1071,671.8823529411765
2021-05-01,TLAHUAC,FALTA CÍVICA,908,671.8823529411765
2021-06-01,TLAHUAC,FALTA CÍVICA,577,671.8823529411765
2021-07-01,TLAHUAC,FALTA CÍVICA,777,671.8823529411765
2021-08-01,TLAHUAC,FALTA CÍVICA,657,671.8823529411765
2021-09-01,TLAHUAC,FALTA CÍVICA,575,671.8823529411765
2021-10-01,TLAHUAC,FALTA CÍVICA,627,671.8823529411765
2021-11-01,TLAHUAC,FALTA CÍVICA,509,671.8823529411765
2021-12-01,TLAHUAC,FALTA CÍVICA,478,671.8823529411765
2022-01-01,TLAHUAC,FALTA CÍVICA,399,671.8823529411765
2022-02-01,TLAHUAC,FALTA CÍVICA,382,671.8823529411765
2022-03-01,TLAHUAC,FALTA CÍVICA,558,671.8823529411765
2022-04-01,TLAHUAC,FALTA CÍVICA,659,671.8823529411765
2022-05-01,TLAHUAC,FALTA CÍVICA,0,671.8823529411765
2021-01-01,TLAHUAC,SERVICIO,667,726.4117647058823
2021-02-01,TLAHUAC,SERVICIO,642,726.4117647058823
2021-03-01,TLAHUAC,SERVICIO,784,726.4117647058823
2021-04-01,TLAHUAC,SERVICIO,815,726.4117647058823
2021-05-01,TLAHUAC,SERVICIO,757,726.4117647058823
2021-06-01,TLAHUAC,SERVICIO,906,726.4117647058823
2021-07-01,TLAHUAC,SERVICIO,833,726.4117647058823
2021-08-01,TLAHUAC,SERVICIO,862,726.4117647058823
2021-09-01,TLAHUAC,SERVICIO,875,726.4117647058823
2021-10-01,TLAHUAC,SERVICIO,794,726.4117647058823
2021-11-01,TLAHUAC,SERVICIO,725,726.4117647058823
2021-12-01,TLAHUAC,SERVICIO,716,726.4117647058823
