mes_cierre,alcaldia,categoria_etiqueta,total_incidentes,promedio_mensual_categoria
2022-01-01,TLAHUAC,SERVICIO,661,726.4117647058823
2022-02-01,TLAHUAC,SERVICIO,705,726.4117647058823
2022-03-01,TLAHUAC,SERVICIO,798,726.4117647058823
2022-04-01,TLAHUAC,SERVICIO,803,726.4117647058823
2022-05-01,TLAHUAC,SERVICIO,6,726.4117647058823
2021-01-01,TLAHUAC,URGENCIAS MÉDICAS,392,451.3529411764706
2021-02-01,TLAHUAC,URGENCIAS MÉDICAS,348,451.3529411764706
2021-03-01,TLAHUAC,URGENCIAS MÉDICAS,444,451.3529411764706
2021-04-01,TLAHUAC,URGENCIAS MÉDICAS,436,451.3529411764706
2021-05-01,TLAHUAC,URGENCIAS MÉDICAS,488,451.3529411764706
2021-06-01,TLAHUAC,URGENCIAS MÉDICAS,496,451.3529411764706
2021-07-01,TLAHUAC,URGENCIAS MÉDICAS,522,451.3529411764706
2021-08-01,TLAHUAC,URGENCIAS MÉDICAS,527,451.3529411764706
2021-09-01,TLAHUAC,URGENCIAS MÉDICAS,576,451.3529411764706
2021-10-01,TLAHUAC,URGENCIAS MÉDICAS,554,451.3529411764706
2021-11-01,TLAHUAC,URGENCIAS MÉDICAS,479,451.3529411764706
2021-12-01,TLAHUAC,URGENCIAS MÉDICAS,550,451.3529411764706
2022-01-01,TLAHUAC,URGENCIAS MÉDICAS,424,451.3529411764706
2022-02-01,TLAHUAC,URGENCIAS MÉDICAS,435,451.3529411764706
2022-03-01,TLAHUAC,URGENCIAS MÉDICAS,490,451.3529411764706
2022-04-01,TLAHUAC,URGENCIAS MÉDICAS,508,451.3529411764706
2022-05-01,TLAHUAC,URGENCIAS MÉDICAS,4,451.3529411764706
2021-01-01,TLALPAN,DELITO,1501,1530.7058823529412
2021-02-01,TLALPAN,DELITO,1544,1530.7058823529412
2021-03-01,TLALPAN,DELITO,1652,1530.7058823529412
2021-04-01,TLALPAN,DELITO,1518,1530.7058823529412
2021-05-01,TLALPAN,DELITO,1845,1530.7058823529412
2021-06-01,TLALPAN,DELITO,1385,1530.7058823529412
2021-07-01,TLALPAN,DELITO,1669,1530.7058823529412
2021-08-01,TLALPAN,DELITO,1629,1530.7058823529412
2021-09-01,TLALPAN,DELITO,1836,1530.7058823529412
2021-10-01,TLALPAN,DELITO,1752,1530.7058823529412
2021-11-01,TLALPAN,DELITO,1524,1530.7058823529412
2021-12-01,TLALPAN,DELITO,1925,1530.7058823529412
2022-01-01,TLALPAN,DELITO,1456,1530.7058823529412
2022-02-01,TLALPAN,DELITO,1412,1530.7058823529412
2022-03-01,TLALPAN,DELITO,1576,1530.7058823529412
2022-04-01,TLALPAN,DELITO,1778,1530.7058823529412
2022-05-01,TLALPAN,DELITO,20,1530.7058823529412
2021-01-01,TLALPAN,EMERGENCIA,605,675.2352941176471
2021-02-01,TLALPAN,EMERGENCIA,1356,675.2352941176471
2021-03-01,TLALPAN,EMERGENCIA,1530,675.2352941176471
2021-04-01,TLALPAN,EMERGENCIA,1034,675.2352941176471
2021-05-01,TLALPAN,EMERGENCIA,609,675.2352941176471
2021-06-01,TLALPAN,EMERGENCIA,484,675.2352941176471
2021-07-01,TLALPAN,EMERGENCIA,523,675.2352941176471
2021-08-01,TLALPAN,EMERGENCIA,474,675.2352941176471
2021-09-01,TLALPAN,EMERGENCIA,639,675.2352941176471
2021-10-01,TLALPAN,EMERGENCIA,621,675.2352941176471
2021-11-01,TLALPAN,EMERGENCIA,391,675.2352941176471
2021-12-01,TLALPAN,EMERGENCIA,552,675.2352941176471
2022-01-01,TLALPAN,EMERGENCIA,624,675.2352941176471
2022-02-01,TLALPAN,EMERGENCIA,491,675.2352941176471
2022-03-01,TLALPAN,EMERGENCIA,633,675.2352941176471
2022-04-01,TLALPAN,EMERGENCIA,912,675.2352941176471
2022-05-01,TLALPAN,EMERGENCIA,1,675.2352941176471
2021-01-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-02-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-03-01,TLALPAN,FALSA ALARMA,43,2.588235294117647
2021-04-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-05-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-06-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-07-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-08-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-09-01,TLALPAN,FALSA ALARMA,1,2.588235294117647
2021-10-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-11-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-12-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2022-01-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2022-02-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2022-03-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2022-04-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2022-05-01,TLALPAN,FALSA ALARMA,0,2.588235294117647
2021-01-01,TLALPAN,FALTA CÍVICA,2737,1623.1176470588234
2021-02-01,TLALPAN,FALTA CÍVICA,2402,1623.1176470588234
2021-03-01,TLALPAN,FALTA CÍVICA,2492,1623.1176470588234
2021-04-01,TLALPAN,FALTA CÍVICA,2360,1623.1176470588234
2021-05-01,TLALPAN,FALTA CÍVICA,2073,1623.1176470588234
2021-06-01,TLALPAN,FALTA CÍVICA,1375,1623.1176470588234
2021-07-01,TLALPAN,FALTA CÍVICA,1560,1623.1176470588234
2021-08-01,TLALPAN,FALTA CÍVICA,1659,1623.1176470588234
2021-09-01,TLALPAN,FALTA CÍVICA,1368,1623.1176470588234
2021-10-01,TLALPAN,FALTA CÍVICA,1823,1623.1176470588234
2021-11-01,TLALPAN,FALTA CÍVICA,1146,1623.1176470588234
2021-12-01,TLALPAN,FALTA CÍVICA,1376,1623.1176470588234
2022-01-01,TLALPAN,FALTA CÍVICA,1123,1623.1176470588234
2022-02-01,TLALPAN,FALTA CÍVICA,1224,1623.1176470588234
2022-03-01,TLALPAN,FALTA CÍVICA,1330,1623.1176470588234
2022-04-01,TLALPAN,FALTA CÍVICA,1539,1623.1176470588234
2022-05-01,TLALPAN,FALTA CÍVICA,6,1623.1176470588234
2021-01-01,TLALPAN,SERVICIO,1817,1827.1764705882354
2021-02-01,TLALPAN,SERVICIO,1703,1827.1764705882354
2021-03-01,TLALPAN,SERVICIO,1955,1827.1764705882354
2021-04-01,TLALPAN,SERVICIO,1881,1827.1764705882354
2021-05-01,TLALPAN,SERVICIO,2192,1827.1764705882354
2021-06-01,TLALPAN,SERVICIO,1966,1827.1764705882354
2021-07-01,TLALPAN,SERVICIO,2068,1827.1764705882354
2021-08-01,TLALPAN,SERVICIO,2021,1827.1764705882354
2021-09-01,TLALPAN,SERVICIO,2016,1827.1764705882354
2021-10-01,TLALPAN,SERVICIO,2161,1827.1764705882354
2021-11-01,TLALPAN,SERVICIO,1855,1827.1764705882354
2021-12-01,TLALPAN,SERVICIO,1996,1827.1764705882354
2022-01-01,TLALPAN,SERVICIO,1593,1827.1764705882354
2022-02-01,TLALPAN,SERVICIO,1658,1827.1764705882354
2022-03-01,TLALPAN,SERVICIO,2023,1827.1764705882354
2022-04-01,TLALPAN,SERVICIO,2155,1827.1764705882354
2022-05-01,TLALPAN,SERVICIO,2,1827.1764705882354
2021-01-01,TLALPAN,URGENCIAS MÉDICAS,832,817.3529411764706
2021-02-01,TLALPAN,URGENCIAS MÉDICAS,629,817.3529411764706
2021-03-01,TLALPAN,URGENCIAS MÉDICAS,822,817.3529411764706
2021-04-01,TLALPAN,URGENCIAS MÉDICAS,755,817.3529411764706
2021-05-01,TLALPAN,URGENCIAS MÉDICAS,900,817.3529411764706
2021-06-01,TLALPAN,URGENCIAS MÉDICAS,962,817.3529411764706
2021-07-01,TLALPAN,URGENCIAS MÉDICAS,931,817.3529411764706
2021-08-01,TLALPAN,URGENCIAS MÉDICAS,890,817.3529411764706
2021-09-01,TLALPAN,URGENCIAS MÉDICAS,991,817.3529411764706
2021-10-01,TLALPAN,URGENCIAS MÉDICAS,989,817.3529411764706
2021-11-01,TLALPAN,URGENCIAS MÉDICAS,901,817.3529411764706
2021-12-01,TLALPAN,URGENCIAS MÉDICAS,925,817.3529411764706
2022-01-01,TLALPAN,URGENCIAS MÉDICAS,794,817.3529411764706
2022-02-01,TLALPAN,URGENCIAS MÉDICAS,773,817.3529411764706
2022-03-01,TLALPAN,URGENCIAS MÉDICAS,832,817.3529411764706
2022-04-01,TLALPAN,URGENCIAS MÉDICAS,964,817.3529411764706
2022-05-01,TLALPAN,URGENCIAS MÉDICAS,5,817.3529411764706
2021-01-01,VENUSTIANO CARRANZA,DELITO,1166,1395.5294117647059
2021-02-01,VENUSTIANO CARRANZA,DELITO,1299,1395.5294117647059
2021-03-01,VENUSTIANO CARRANZA,DELITO,1423,1395.5294117647059
2021-04-01,VENUSTIANO CARRANZA,DELITO,1377,1395.5294117647059
2021-05-01,VENUSTIANO CARRANZA,DELITO,1463,1395.5294117647059
2021-06-01,VENUSTIANO CARRANZA,DELITO,1308,1395.5294117647059
2021-07-01,VENUSTIANO CARRANZA,DELITO,1275,1395.5294117647059
2021-08-01,VENUSTIANO CARRANZA,DELITO,1542,1395.5294117647059
2021-09-01,VENUSTIANO CARRANZA,DELITO,2399,1395.5294117647059
2021-10-01,VENUSTIANO CARRANZA,DELITO,1732,1395.5294117647059
2021-11-01,VENUSTIANO CARRANZA,DELITO,1458,1395.5294117647059
2021-12-01,VENUSTIANO CARRANZA,DELITO,1551,1395.5294117647059
2022-01-01,VENUSTIANO CARRANZA,DELITO,1419,1395.5294117647059
2022-02-01,VENUSTIANO CARRANZA,DELITO,1247,1395.5294117647059
2022-03-01,VENUSTIANO CARRANZA,DELITO,1546,1395.5294117647059
2022-04-01,VENUSTIANO CARRANZA,DELITO,1506,1395.5294117647059
2022-05-01,VENUSTIANO CARRANZA,DELITO,13,1395.5294117647059
2021-01-01,VENUSTIANO CARRANZA,EMERGENCIA,331,473.70588235294116
2021-02-01,VENUSTIANO CARRANZA,EMERGENCIA,499,473.70588235294116
2021-03-01,VENUSTIANO CARRANZA,EMERGENCIA,443,473.70588235294116
2021-04-01,VENUSTIANO CARRANZA,EMERGENCIA,433,473.70588235294116
2021-05-01,VENUSTIANO CARRANZA,EMERGENCIA,375,473.70588235294116
2021-06-01,VENUSTIANO CARRANZA,EMERGENCIA,769,473.70588235294116
2021-07-01,VENUSTIANO CARRANZA,EMERGENCIA,620,473.70588235294116
2021-08-01,VENUSTIANO CARRANZA,EMERGENCIA,402,473.70588235294116
2021-09-01,VENUSTIANO CARRANZA,EMERGENCIA,766,473.70588235294116
2021-10-01,VENUSTIANO CARRANZA,EMERGENCIA,604,473.70588235294116
2021-11-01,VENUSTIANO CARRANZA,EMERGENCIA,459,473.70588235294116
2021-12-01,VENUSTIANO CARRANZA,EMERGENCIA,521,473.70588235294116
2022-01-01,VENUSTIANO CARRANZA,EMERGENCIA,516,473.70588235294116
2022-02-01,VENUSTIANO CARRANZA,EMERGENCIA,336,473.70588235294116
2022-03-01,VENUSTIANO CARRANZA,EMERGENCIA,452,473.70588235294116
2022-04-01,VENUSTIANO CARRANZA,EMERGENCIA,526,473.70588235294116
2022-05-01,VENUSTIANO CARRANZA,EMERGENCIA,1,473.70588235294116
2021-01-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-02-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-03-01,VENUSTIANO CARRANZA,FALSA ALARMA,19,1.1176470588235294
2021-04-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-05-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-06-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-07-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-08-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-09-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-10-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-11-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-12-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2022-01-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2022-02-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2022-03-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2022-04-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2022-05-01,VENUSTIANO CARRANZA,FALSA ALARMA,0,1.1176470588235294
2021-01-01,VENUSTIANO CARRANZA,FALTA CÍVICA,2969,1691.9411764705883
2021-02-01,VENUSTIANO CARRANZA,FALTA CÍVICA,2334,1691.9411764705883
2021-03-01,VENUSTIANO CARRANZA,FALTA CÍVICA,2447,1691.9411764705883
2021-04-01,VENUSTIANO CARRANZA,FALTA CÍVICA,2205,1691.9411764705883
2021-05-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1959,1691.9411764705883
2021-06-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1427,1691.9411764705883
2021-07-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1733,1691.9411764705883
2021-08-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1698,1691.9411764705883
2021-09-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1587,1691.9411764705883
2021-10-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1822,1691.9411764705883
2021-11-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1396,1691.9411764705883
2021-12-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1439,1691.9411764705883
2022-01-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1197,1691.9411764705883
2022-02-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1298,1691.9411764705883
2022-03-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1519,1691.9411764705883
2022-04-01,VENUSTIANO CARRANZA,FALTA CÍVICA,1728,1691.9411764705883
2022-05-01,VENUSTIANO CARRANZA,FALTA CÍVICA,5,1691.9411764705883
2021-01-01,VENUSTIANO CARRANZA,SERVICIO,1604,1671.4117647058824
2021-02-01,VENUSTIANO CARRANZA,SERVICIO,1550,1671.4117647058824
2021-03-01,VENUSTIANO CARRANZA,SERVICIO,1720,1671.4117647058824
2021-04-01,VENUSTIANO CARRANZA,SERVICIO,1610,1671.4117647058824
2021-05-01,VENUSTIANO CARRANZA,SERVICIO,1780,1671.4117647058824
2021-06-01,VENUSTIANO CARRANZA,SERVICIO,1835,1671.4117647058824
2021-07-01,VENUSTIANO CARRANZA,SERVICIO,1872,1671.4117647058824
2021-08-01,VENUSTIANO CARRANZA,SERVICIO,1857,1671.4117647058824
2021-09-01,VENUSTIANO CARRANZA,SERVICIO,1922,1671.4117647058824
2021-10-01,VENUSTIANO CARRANZA,SERVICIO,1851,1671.4117647058824
2021-11-01,VENUSTIANO CARRANZA,SERVICIO,1809,1671.4117647058824
2021-12-01,VENUSTIANO CARRANZA,SERVICIO,1887,1671.4117647058824
2022-01-01,VENUSTIANO CARRANZA,SERVICIO,1566,1671.4117647058824
2022-02-01,VENUSTIANO CARRANZA,SERVICIO,1625,1671.4117647058824
2022-03-01,VENUSTIANO CARRANZA,SERVICIO,1911,1671.4117647058824
2022-04-01,VENUSTIANO CARRANZA,SERVICIO,2007,1671.4117647058824
2022-05-01,VENUSTIANO CARRANZA,SERVICIO,8,1671.4117647058824
2021-01-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1073,1097.0588235294117
2021-02-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,925,1097.0588235294117
2021-03-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1145,1097.0588235294117
2021-04-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1013,1097.0588235294117
2021-05-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1139,1097.0588235294117
2021-06-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1053,1097.0588235294117
2021-07-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1162,1097.0588235294117
2021-08-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1303,1097.0588235294117
2021-09-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1230,1097.0588235294117
2021-10-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1272,1097.0588235294117
2021-11-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1227,1097.0588235294117
2021-12-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1322,1097.0588235294117
2022-01-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1202,1097.0588235294117
2022-02-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1034,1097.0588235294117
2022-03-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1290,1097.0588235294117
2022-04-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,1254,1097.0588235294117
2022-05-01,VENUSTIANO CARRANZA,URGENCIAS MÉDICAS,6,1097.0588235294117
2021-01-01,XOCHIMILCO,DELITO,1010,1013.1176470588235
2021-02-01,XOCHIMILCO,DELITO,904,1013.1176470588235
2021-03-01,XOCHIMILCO,DELITO,1273,1013.1176470588235
2021-04-01,XOCHIMILCO,DELITO,1081,1013.1176470588235
2021-05-01,XOCHIMILCO,DELITO,1177,1013.1176470588235
2021-06-01,XOCHIMILCO,DELITO,942,1013.1176470588235
2021-07-01,XOCHIMILCO,DELITO,1038,1013.1176470588235
2021-08-01,XOCHIMILCO,DELITO,1049,1013.1176470588235
2021-09-01,XOCHIMILCO,DELITO,1119,1013.1176470588235
2021-10-01,XOCHIMILCO,DELITO,1275,1013.1176470588235
2021-11-01,XOCHIMILCO,DELITO,1085,1013.1176470588235
2021-12-01,XOCHIMILCO,DELITO,1188,1013.1176470588235
2022-01-01,XOCHIMILCO,DELITO,1019,1013.1176470588235
2022-02-01,XOCHIMILCO,DELITO,941,1013.1176470588235
2022-03-01,XOCHIMILCO,DELITO,1085,1013.1176470588235
2022-04-01,XOCHIMILCO,DELITO,1014,1013.1176470588235
2022-05-01,XOCHIMILCO,DELITO,23,1013.1176470588235
2021-01-01,XOCHIMILCO,EMERGENCIA,693,465.29411764705884
2021-02-01,XOCHIMILCO,EMERGENCIA,684,465.29411764705884
2021-03-01,XOCHIMILCO,EMERGENCIA,677,465.29411764705884
2021-04-01,XOCHIMILCO,EMERGENCIA,714,465.29411764705884
2021-05-01,XOCHIMILCO,EMERGENCIA,502,465.29411764705884
2021-06-01,XOCHIMILCO,EMERGENCIA,432,465.29411764705884
2021-07-01,XOCHIMILCO,EMERGENCIA,317,465.29411764705884
2021-08-01,XOCHIMILCO,EMERGENCIA,430,465.29411764705884
2021-09-01,XOCHIMILCO,EMERGENCIA,552,465.29411764705884
2021-10-01,XOCHIMILCO,EMERGENCIA,385,465.29411764705884
2021-11-01,XOCHIMILCO,EMERGENCIA,335,465.29411764705884
2021-12-01,XOCHIMILCO,EMERGENCIA,421,465.29411764705884
2022-01-01,XOCHIMILCO,EMERGENCIA,345,465.29411764705884
2022-02-01,XOCHIMILCO,EMERGENCIA,483,465.29411764705884
2022-03-01,XOCHIMILCO,EMERGENCIA,496,465.29411764705884
2022-04-01,XOCHIMILCO,EMERGENCIA,442,465.29411764705884
2022-05-01,XOCHIMILCO,EMERGENCIA,2,465.29411764705884
2021-01-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-02-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-03-01,XOCHIMILCO,FALSA ALARMA,11,0.7058823529411765
2021-04-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-05-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-06-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-07-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-08-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-09-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-10-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-11-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-12-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2022-01-01,XOCHIMILCO,FALSA ALARMA,1,0.7058823529411765
2022-02-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2022-03-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2022-04-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2022-05-01,XOCHIMILCO,FALSA ALARMA,0,0.7058823529411765
2021-01-01,XOCHIMILCO,FALTA CÍVICA,1758,863.4117647058823
2021-02-01,XOCHIMILCO,FALTA CÍVICA,1271,863.4117647058823
2021-03-01,XOCHIMILCO,FALTA CÍVICA,1518,863.4117647058823
2021-04-01,XOCHIMILCO,FALTA CÍVICA,1295,863.4117647058823
2021-05-01,XOCHIMILCO,FALTA CÍVICA,1134,863.4117647058823
2021-06-01,XOCHIMILCO,FALTA CÍVICA,649,863.4117647058823
2021-07-01,XOCHIMILCO,FALTA CÍVICA,883,863.4117647058823
2021-08-01,XOCHIMILCO,FALTA CÍVICA,855,863.4117647058823
2021-09-01,XOCHIMILCO,FALTA CÍVICA,681,863.4117647058823
2021-10-01,XOCHIMILCO,FALTA CÍVICA,925,863.4117647058823
2021-11-01,XOCHIMILCO,FALTA CÍVICA,605,863.4117647058823
2021-12-01,XOCHIMILCO,FALTA CÍVICA,547,863.4117647058823
2022-01-01,XOCHIMILCO,FALTA CÍVICA,532,863.4117647058823
2022-02-01,XOCHIMILCO,FALTA CÍVICA,595,863.4117647058823
2022-03-01,XOCHIMILCO,FALTA CÍVICA,669,863.4117647058823
2022-04-01,XOCHIMILCO,FALTA CÍVICA,761,863.4117647058823
2022-05-01,XOCHIMILCO,FALTA CÍVICA,0,863.4117647058823
2021-01-01,XOCHIMILCO,SERVICIO,960,919.6470588235294
2021-02-01,XOCHIMILCO,SERVICIO,867,919.6470588235294
2021-03-01,XOCHIMILCO,SERVICIO,1097,919.6470588235294
2021-04-01,XOCHIMILCO,SERVICIO,941,919.6470588235294
2021-05-01,XOCHIMILCO,SERVICIO,941,919.6470588235294
2021-06-01,XOCHIMILCO,SERVICIO,931,919.6470588235294
2021-07-01,XOCHIMILCO,SERVICIO,982,919.6470588235294
2021-08-01,XOCHIMILCO,SERVICIO,1097,919.6470588235294
2021-09-01,XOCHIMILCO,SERVICIO,1108,919.6470588235294
2021-10-01,XOCHIMILCO,SERVICIO,1031,919.6470588235294
2021-11-01,XOCHIMILCO,SERVICIO,926,919.6470588235294
2021-12-01,XOCHIMILCO,SERVICIO,1009,919.6470588235294
2022-01-01,XOCHIMILCO,SERVICIO,898,919.6470588235294
2022-02-01,XOCHIMILCO,SERVICIO,836,919.6470588235294
2022-03-01,XOCHIMILCO,SERVICIO,948,919.6470588235294
2022-04-01,XOCHIMILCO,SERVICIO,1058,919.6470588235294
2022-05-01,XOCHIMILCO,SERVICIO,4,919.6470588235294
2021-01-01,XOCHIMILCO,URGENCIAS MÉDICAS,584,560.2941176470588
2021-02-01,XOCHIMILCO,URGENCIAS MÉDICAS,492,560.2941176470588
2021-03-01,XOCHIMILCO,URGENCIAS MÉDICAS,591,560.2941176470588
2021-04-01,XOCHIMILCO,URGENCIAS MÉDICAS,548,560.2941176470588
2021-05-01,XOCHIMILCO,URGENCIAS MÉDICAS,568,560.2941176470588
2021-06-01,XOCHIMILCO,URGENCIAS MÉDICAS,574,560.2941176470588
2021-07-01,XOCHIMILCO,URGENCIAS MÉDICAS,566,560.2941176470588
2021-08-01,XOCHIMILCO,URGENCIAS MÉDICAS,650,560.2941176470588
2021-09-01,XOCHIMILCO,URGENCIAS MÉDICAS,633,560.2941176470588
2021-10-01,XOCHIMILCO,URGENCIAS MÉDICAS,620,560.2941176470588
2021-11-01,XOCHIMILCO,URGENCIAS MÉDICAS,576,560.2941176470588
2021-12-01,XOCHIMILCO,URGENCIAS MÉDICAS,705,560.2941176470588
2022-01-01,XOCHIMILCO,URGENCIAS MÉDICAS,575,560.2941176470588
2022-02-01,XOCHIMILCO,URGENCIAS MÉDICAS,520,560.2941176470588
2022-03-01,XOCHIMILCO,URGENCIAS MÉDICAS,631,560.2941176470588
2022-04-01,XOCHIMILCO,URGENCIAS MÉDICAS,690,560.2941176470588
2022-05-01,XOCHIMILCO,URGENCIAS MÉDICAS,2,560.2941176470588
